4,1
5,24
6,9
7,6
8,42
9,143
10,227
11,247
12,253
13,250
14,258
15,252
16,269
17,268
18,268
19,265
20,258
21,269
22,278
23,257
24,270
25,260
26,269
27,272
28,276
29,264
30,268
31,270
32,263
33,272
34,275
35,271
36,273
37,271
38,264
39,266
40,280
41,264
42,267
43,262
44,269
45,277
46,275
47,278
48,260
49,268
50,269
51,277
52,279
53,262
54,264
55,275
56,271
57,268
58,275
59,278
60,275
61,276
62,261
63,275
64,279
65,279
66,280
67,270
68,275
69,278
70,275
71,243
72,204
73,197
74,354
75,344
76,310
77,303
78,307
79,311
80,315
81,325
82,335
83,326
84,334
85,312
86,332
87,339
88,333
89,338
90,303
91,318
92,348
93,347
94,349
95,324
96,324
97,325
98,339
99,320
100,308
101,315
102,338
103,331
104,372
105,399
106,417
107,427
108,420
109,431
110,421
111,429
112,466
113,465
114,451
115,459
116,475
117,464
118,451
119,475
120,449
121,461
122,475
123,516
124,509
125,533
126,539
127,541
128,545
129,585
130,614
131,606
132,618
133,594
134,608
135,585
136,584
137,589
138,580
139,572
140,602
141,591
142,573
143,600
144,632
145,623
146,613
147,638
148,606
149,612
150,620
151,633
152,631
153,615
154,606
155,649
156,622
157,570
158,579
159,568
160,568
161,552
162,585
163,586
164,580
165,577
166,571
167,568
168,595
169,591
170,587
171,612
172,580
173,597
174,604
175,579
176,578
177,563
178,594
179,600
180,582
181,608
182,581
183,610
184,619
185,608
186,627
187,590
188,555
189,570
190,561
191,570
192,550
193,551
194,571
195,554
196,561
197,561
198,540
199,572
200,562
201,570
202,548
203,569
204,532
205,557
206,560
207,577
208,563
209,577
210,584
211,582
212,577
213,568
214,557
215,567
216,564
217,539
218,567
219,560
220,565
221,573
222,570
223,556
224,558
225,571
226,555
227,559
228,568
229,559
230,568
231,576
232,573
233,544
234,548
235,538
236,544
237,558
238,560
239,542
240,558
241,545
242,549
243,587
244,563
245,578
246,558
247,571
248,569
249,571
250,564
251,570
252,570
253,552
254,577
255,574
256,558
257,561
258,560
259,551
260,525
261,575
262,552
263,537
264,534
265,545
266,679
267,894
268,832
269,817
270,820
271,822
272,803
273,849
274,843
275,852
276,822
277,822
278,829
279,807
280,838
281,825
282,819
283,835
284,825
285,817
286,812
287,545
288,803
289,822
290,842
291,813
292,824
293,811
294,845
295,857
296,845
297,840
298,847
299,847
300,851
301,801
302,797
303,786
304,789
305,795
306,775
307,801
308,784
309,766
310,765
311,699
312,710
313,669
314,594
315,572
316,515
317,499
318,455
319,438
320,406
321,403
322,404
323,393
324,352
325,327
326,297
327,283
328,218
329,241
330,105
331,1062
332,636
333,1337
334,1245
335,1222
336,1150
337,1213
338,1168
339,1154
340,1089
341,1064
342,1076
343,1096
344,1041
345,1021
346,1030
347,999
348,1003
349,1019
350,968
351,957
352,966
353,936
354,935
355,867
356,847
357,894
358,915
359,906
360,884
361,853
362,877
363,862
364,833
365,838
366,845
367,839
368,819
369,848
370,832
371,868
372,869
373,850
374,844
375,842
376,877
377,871
378,853
379,900
380,899
381,843
382,870
383,837
384,858
385,827
386,849
387,930
388,926
389,893
390,897
391,908
392,918
393,863
394,908
395,916
396,872
397,829
398,885
399,908
400,892
401,801
402,800
403,859
404,845
405,865
406,853
407,836
408,861
409,881
410,886
411,872
412,884
413,858
414,900
415,881
416,856
417,861
418,833
419,904
420,897
421,557
422,250
423,273
424,445
425,847
426,888
427,874
428,875
429,840
430,891
431,877
432,887
433,827
434,875
435,841
436,873
437,868
438,857
439,882
440,874
441,906
442,861
443,866
444,885
445,908
446,885
447,834
448,885
449,876
450,855
451,870
452,907
453,923
454,920
455,913
456,900
457,902
458,866
459,883
460,853
461,846
462,919
463,908
464,908
465,853
466,895
467,857
468,858
469,873
470,844
471,956
472,864
473,859
474,867
475,843
476,877
477,899
478,871
479,892
480,879
481,883
482,889
483,885
484,887
485,837
486,907
487,903
488,889
489,879
490,866
491,934
492,890
493,870
494,913
495,868
496,896
497,897
498,865
499,898
500,879
501,914
502,906
503,925
504,932
505,869
506,917
507,872
508,931
509,956
510,943
511,884
512,894
513,883
514,933
515,905
516,884
517,926
518,851
519,903
520,894
521,842
522,902
523,929
524,872
525,874
526,897
527,861
528,903
529,915
530,912
531,895
532,890
533,859
534,902
535,925
536,888
537,905
538,854
539,857
540,861
541,873
542,890
543,909
544,814
545,886
546,891
547,914
548,923
549,904
550,878
551,898
552,968
553,943
554,883
555,837
556,912
557,906
558,882
559,889
560,879
561,899
562,895
563,933
564,892
565,912
566,921
567,903
568,871
569,907
570,898
571,922
572,905
573,928
574,889
575,890
576,895
577,894
578,921
579,901
580,869
581,892
582,879
583,898
584,914
585,951
586,896
587,900
588,961
589,907
590,886
591,879
592,901
593,865
594,898
595,888
596,895
597,873
598,892
599,926
600,906
601,972
602,986
603,994
604,982
605,959
606,923
607,981
608,969
609,924
610,960
611,966
612,915
613,944
614,997
615,933
616,907
617,889
618,819
619,880
620,858
621,921
622,903
623,897
624,878
625,837
626,887
627,869
628,864
629,876
630,879
631,896
632,821
633,897
634,887
635,899
636,896
637,878
638,895
639,866
640,867
641,854
642,869
643,889
644,867
645,879
646,842
647,882
648,865
649,872
650,881
651,904
652,894
653,875
654,885
655,867
656,872
657,859
658,884
659,824
660,859
661,814
662,834
663,875
664,868
665,871
666,874
667,856
668,794
669,860
670,854
671,895
672,893
673,844
674,864
675,847
676,831
677,832
678,852
679,848
680,854
681,878
682,834
683,877
684,815
685,852
686,875
687,866
688,892
689,903
690,895
691,866
692,865
693,882
694,895
695,912
696,885
697,892
698,923
699,863
700,913
701,915
702,934
703,901
704,894
705,906
706,913
707,818
708,867
709,877
710,908
711,910
712,876
713,870
714,865
715,832
716,849
717,860
718,872
719,889
720,863
721,859
722,867
723,810
724,856
725,877
726,851
727,859
728,850
729,873
730,862
731,850
732,830
733,870
734,884
735,866
736,837
737,863
738,889
739,818
740,865
741,857
742,855
743,922
744,884
745,857
746,874
747,877
748,821
749,877
750,882
751,858
752,884
753,865
754,897
755,886
756,817
757,862
758,883
759,863
760,860
761,927
762,867
763,893
764,867
765,805
766,859
767,885
768,845
769,886
770,870
771,888
772,852
773,909
774,818
775,869
776,866
777,854
778,910
779,837
780,873
781,914
782,901
783,850
784,854
785,873
786,872
787,877
788,894
789,893
790,877
791,851
792,885
793,844
794,858
795,870
796,890
797,869
798,855
799,877
800,833
801,809
802,859
803,883
804,908
805,906
806,875
807,883
808,899
809,830
810,893
811,868
812,866
813,887
814,858
815,885
816,895
817,856
818,913
819,809
820,897
821,901
822,873
823,873
824,881
825,928
826,900
827,939
828,924
829,966
830,937
831,950
832,961
833,903
834,951
835,914
836,940
837,892
838,957
839,907
840,915
841,926
842,929
843,918
844,897
845,909
846,875
847,890
848,890
849,872
850,935
851,931
852,918
853,868
854,915
855,876
856,860
857,929
858,937
859,954
860,921
861,945
862,924
863,938
864,906
865,883
866,816
867,853
868,900
869,918
870,927
871,935
872,926
873,903
874,914
875,951
876,893
877,893
878,893
879,967
880,943
881,871
882,954
883,947
884,950
885,926
886,957
887,927
888,930
889,999
890,966
891,918
892,949
893,945
894,936
895,851
896,902
897,904
898,921
899,940
900,900
901,937
902,936
903,923
904,968
905,864
906,903
907,913
908,912
909,934
910,983
911,942
912,929
913,932
914,907
915,914
916,857
917,945
918,924
919,940
920,930
921,959
922,934
923,953
924,943
925,924
926,825
927,914
928,942
929,991
930,960
931,941
932,903
933,885
934,873
935,850
936,861
937,860
938,878
939,891
940,923
941,896
942,868
943,897
944,910
945,878
946,930
947,847
948,902
949,881
950,901
951,877
952,933
953,930
954,927
955,925
956,927
957,896
958,916
959,842
960,948
961,956
962,942
963,911
964,963
965,957
966,981
967,895
968,881
969,853
970,916
971,976
972,920
973,935
974,954
975,979
976,965
977,945
978,937
979,941
980,890
981,949
982,953
983,965
984,926
985,911
986,906
987,895
988,937
989,865
990,912
991,863
992,802
993,897
994,896
995,887
996,928
997,875
998,910
999,905
1000,891
1001,870
1002,833
1003,781
1004,882
1005,836
1006,838
1007,864
1008,846
1009,809
1010,790
1011,819
1012,819
1013,788
1014,752
1015,785
1016,708
1017,732
1018,758
1019,685
1020,684
1021,686
1022,620
1023,558
1024,534
1025,496
1026,533
1027,527
1028,472
1029,470
1030,433
1031,420
1032,390
1033,380
1034,416
1035,324
1036,299
1037,292
1038,287
1039,306
1040,301
1041,280
1042,303
1043,268
1044,298
1045,319
1046,248
1047,271
1048,251
1049,267
1050,321
1051,339
1052,309
1053,343
1054,295
1055,250
1056,225
1057,227
1058,239
1059,187
1060,197
1061,194
1062,176
1063,227
1064,231
1065,182
1066,188
1067,197
1068,186
1069,159
1070,177
1071,130
1072,144
1073,152
1074,140
1075,148
1076,149
1077,142
1078,393
1079,434
1080,366
1081,327
1082,309
1083,294
1084,273
1085,281
1086,269
1087,263
1088,221
1089,208
1090,200
1091,184
1092,202
1093,218
1094,232
1095,187
1096,139
1097,166
1098,177
1099,191
1100,216
1101,168
1102,142
1103,158
1104,151
1105,139
1106,160
1107,147
1108,114
1109,145
1110,120
1111,117
1112,132
1113,130
1114,116
1115,140
1116,117
1117,144
1118,140
1119,135
1120,131
1121,115
1122,132
1123,136
1124,112
1125,113
1126,118
1127,101
1128,109
1129,94
1130,103
1131,83
1132,91
1133,98
1134,105
1135,92
1136,91
1137,14
1138,83
1139,102
1140,97
1141,90
1142,77
1144,93
1145,89
1146,99
1148,84
1149,88
1150,91
1151,92
1153,75
1154,98
1155,84
1156,86
1158,74
1159,84
1160,72
1161,71
1162,26
1163,67
1164,77
1165,46
1166,31
1167,84
1168,75
1169,71
1170,64
1171,58
1172,28
1173,81
1174,71
1176,74
1178,72
1179,71
1180,76
1182,73
1183,61
1184,2
1185,72
1186,68
1187,71
1189,73
1190,62
1191,67
1193,70
1194,64
1195,1
1196,63
1197,73
1198,65
1200,73
1201,65
1202,69
