
2,13
3,10
4,13
5,7
6,10
7,13
8,13
9,10
10,10
11,10
12,13
13,10
14,10
15,10
16,10
17,13
18,10
19,10
20,13
21,10
22,10
23,10
24,10
25,13
26,10
27,10
28,13
29,13
30,10
31,13
32,10
33,13
34,13
35,10
36,13
37,10
38,13
39,13
40,10
41,13
42,10
43,13
44,10
45,13
46,10
47,10
48,10
49,10
50,10
51,13
52,10
53,10
54,10
55,10
56,13
57,10
58,13
59,10
60,10
61,10
62,13
63,10
64,10
65,13
66,13
67,10
68,10
69,13
70,10
71,13
72,13
73,10
74,10
75,13
76,10
77,10
78,13
79,13
80,10
81,10
82,13
83,10
84,10
85,10
86,10
87,10
88,13
89,10
90,10
91,31
92,76
93,82
94,79
95,85
96,79
97,76
98,82
99,73
100,73
101,79
102,88
103,82
104,73
105,88
106,76
107,70
108,79
109,88
110,79
111,85
112,76
113,76
114,82
115,76
116,88
117,76
118,85
119,79
120,76
121,76
122,79
123,79
124,76
125,85
126,79
127,82
128,82
129,82
130,85
131,82
132,82
133,85
134,79
135,76
136,85
137,88
138,82
139,79
140,85
141,70
142,85
143,79
144,88
145,85
146,85
147,82
148,76
149,82
150,76
151,82
152,85
153,88
154,76
155,70
156,79
157,82
158,82
159,79
160,82
161,76
162,76
163,79
164,82
165,73
166,76
167,85
168,85
169,82
170,79
171,88
172,79
173,76
174,82
175,82
176,88
177,73
178,79
179,91
180,73
181,19
182,142
183,151
184,148
185,151
186,154
187,154
188,157
189,148
190,154
191,163
192,151
193,151
194,154
195,148
196,154
197,151
198,160
199,169
200,148
201,154
202,163
203,163
204,154
205,145
206,169
207,163
208,157
209,160
210,160
211,160
212,160
213,151
214,151
215,169
216,154
217,163
218,157
219,154
220,163
221,148
222,163
223,151
224,151
225,151
226,163
227,148
228,145
229,157
230,160
231,163
232,154
233,154
234,169
235,154
236,151
237,157
238,151
239,148
240,160
241,148
242,154
243,151
244,163
245,148
246,145
247,154
248,151
249,148
250,145
251,163
252,151
253,148
254,151
255,145
256,151
257,151
258,157
259,151
260,151
261,163
262,142
263,157
264,151
265,145
266,154
267,154
268,154
269,145
270,142
271,145
272,145
273,133
274,112
275,40
276,37
277,37
278,37
279,37
280,37
281,37
282,37
283,37
284,43
285,34
286,43
287,37
288,37
289,40
290,37
291,37
292,37
293,37
294,40
295,40
296,40
297,43
298,37
299,43
300,37
301,37
302,37
303,43
304,37
305,34
306,43
307,37
308,40
309,37
310,43
311,46
312,40
313,43
314,40
315,40
316,40
317,43
318,43
319,40
320,46
321,43
322,37
323,46
324,40
325,37
326,37
327,43
328,37
329,40
330,43
331,37
332,37
333,40
334,37
335,43
336,40
337,37
338,43
339,37
340,40
341,40
342,46
343,37
344,46
345,46
346,43
347,40
348,46
349,43
350,46
351,43
352,43
353,43
354,40
355,40
356,40
357,37
358,43
359,40
360,37
361,43
362,37
363,40
364,40
365,37
366,40
367,40
368,16
